"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
124,"greaaat my lappy won't turn on wtffffff","greaaat my lappy won't turn on wtffffff",2009-04-06,"skeetonmytwitts",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
125,"my dog can't move anymore praying that he will be okay","my dog can't move anymore praying that he will be okay",2009-04-06,"Christieeee",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.210526315789474
126,"shut up you i am hungry! and in britain home of the most boring suckassy breakfast in the world! i miss dennys!!","shut up you i am hungry! and in britain home of the most boring suckassy breakfast in the world! i miss dennys!!",2009-04-06,"Moonflowerchild",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,1,0.228070175438596
127,"yeah just finished castle was pretty good","yeah just finished castle was pretty good",2009-04-06,"wildbill",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,1,2,FALSE,0,4,0.236363636363636
128,"could not agree more!the unison amp committment was incredible considering the pressure they r under made it all the more amazing","could not agree more!the unison amp committment was incredible considering the pressure they r under made it all the more amazing",2009-04-06,"katiegirl2103",-2,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.25
129,"homework homework homework","homework homework homework",2009-04-06,"babyKxox",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,2,0.245283018867925
130,"in the morning and haven't been sleep yay!","in the morning and haven't been sleep yay!",2009-04-06,"CortaneyTyneOx",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.222222222222222
131,"you're baaack! you must tell me about your escapades! video chat soon","you're baaack! you must tell me about your escapades! video chat soon",2009-04-07,"sunnygrL1030",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.232142857142857
132,"whoa apparently my etys are coming back tomorrow! strangely they didn't charge me for repairs complimentary ups shipping etymotic r","whoa apparently my etys are coming back tomorrow! strangely they didn't charge me for repairs complimentary ups shipping etymotic r",2009-04-07,"azharc",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,0,5,0.23728813559322
133,"goodnight i've enjoyed getting to know you too twitter you later","goodnight i've enjoyed getting to know you too twitter you later",2009-04-06,"leabella",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.263157894736842
134,"so you may just stay outside and wonder how quick the operation is","so you may just stay outside and wonder how quick the operation is",2009-04-07,"Angkut",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,1,FALSE,0,4,0.232142857142857
135,"wall e is a great battle for stress yay for staying up all night and doing homework together!","wall e is a great battle for stress yay for staying up all night and doing homework together!",2009-04-06,"VctorianRomantc",1,"Positive","Mild Positive","Anger",1,0,0,1,0,0,0,0,FALSE,0,3,0.271186440677966
136,"just joined aiesec","just joined aiesec",2009-04-06,"chasidyochalek",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
137,"i still can't find my keys","i still can't find my keys",2009-04-06,"edsed",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
138,"that's nicki our monday night drag queen","that's nicki our monday night drag queen",2009-04-06,"XAlien88",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.218181818181818
139,"camilla! i love your eyes! you have the cutest face! and the most gorgeous figure really good actor","camilla! i love your eyes! you have the cutest face! and the most gorgeous figure really good actor",2009-04-07,"jacobSWAT",3,"Positive","Mild Positive","Joy",0,1,0,0,3,0,1,1,FALSE,0,2,0.220338983050847
140,"i had a extravagant yet time conserving plan lined up for today which ive now forgotten","i had a extravagant yet time conserving plan lined up for today which ive now forgotten",2009-04-07,"1oldgregg1",0,"Neutral","Neutral","Anticipation",0,2,0,1,0,1,0,0,FALSE,0,3,0.241379310344828
141,"can't sleep and dunno why!","can't sleep and dunno why!",2009-04-07,"B20boy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.226415094339623
142,"i hate the limited letters too hope you and the guys are fine?i pray for my dog she s not well","i hate the limited letters too hope you and the guys are fine?i pray for my dog she s not well",2009-04-06,"Jana1976",1,"Positive","Mild Positive","Anger",2,2,1,2,2,2,2,2,FALSE,0,4,0.224137931034483
143,"dang won't be able to get to any workshops run by web directions","dang won't be able to get to any workshops run by web directions",2009-04-06,"TRON_Lord",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.25
144,"sigh i think my pms is making my mind totally over analyse things and making me sad","sigh i think my pms is making my mind totally over analyse things and making me sad",2009-04-06,"ScribblesNZ",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,1,0.241379310344828
145,"i'm off to bed way to late will likely be a sac a shit at work tomorrow","i'm off to bed way to late will likely be a sac a shit at work tomorrow",2009-04-07,"_LLcoolV_",0,"Neutral","Neutral","Anger",1,1,1,0,0,1,0,0,FALSE,0,2,0.254237288135593
146,"forget the rest you need to spend the night in prayer cause your only hope tomorrow is a good dose of grace amp mercy!","forget the rest you need to spend the night in prayer cause your only hope tomorrow is a good dose of grace amp mercy!",2009-04-06,"MerCleve",1,"Positive","Mild Positive","Anticipation",0,3,0,0,2,0,2,2,FALSE,0,5,0.229508196721311
147,"yes i watch 'the united states of tara' via the wonders of the internet as i am in the uk and it's not here yet great show","yes i watch 'the united states of tara' via the wonders of the internet as i am in the uk and it's not here yet great show",2009-04-07,"colinmccarthy",-1,"Negative","Mild Negative","Trust",0,1,0,1,0,0,0,2,FALSE,12.5,5,0.213114754098361
148,"see thats why i never go to bed early cause if u sleep u miss things!! i slept i missed joe!!!!!!!! unhappy and!!","see thats why i never go to bed early cause if u sleep u miss things!! i slept i missed joe!!!!!!!! unhappy and!!",2009-04-07,"AngelaGos77",1,"Positive","Mild Positive","Anger",1,0,1,0,0,1,0,0,TRUE,25,2,0.238095238095238
149,"so sorry to hear about your dog","so sorry to hear about your dog",2009-04-06,"lawschoolninja",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
150,"errrrr oops i could possibly me mistaken i didnt know any aussies follwed me lol","errrrr oops i could possibly me mistaken i didnt know any aussies follwed me lol",2009-04-06,"Zella17",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,12.5,2,0.236363636363636
151,"i know what a crazy world!","i know what a crazy world!",2009-04-06,"FizzyDuck",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,0,0,FALSE,0,1,0.226415094339623
152,"hey x just wanted to say your awesome and angilena or however your spell it has nothing on you","hey x just wanted to say your awesome and angilena or however your spell it has nothing on you",2009-04-06,"hjmay22",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,25,2,0.224137931034483
153,"have you prepared the x 80px banner?","have you prepared the x 80px banner?",2009-04-06,"mohdrafie",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,3,0.215686274509804
154,"watching fallon with mom and working on a project school is hard","watching fallon with mom and working on a project school is hard",2009-04-06,"MeghTW",-1,"Negative","Mild Negative","Trust",0,0,0,0,0,0,0,1,FALSE,0,5,0.232142857142857
155,"too many assignments","too many assignments",2009-04-07,"burke_libbey",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
156,"ok miss kat williams lol ive done it","ok miss kat williams lol ive done it",2009-04-06,"Rullet",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,1,0.236363636363636
157,"tomorrow should be a great day! im actually going on a date! wow this should be interesting!","tomorrow should be a great day! im actually going on a date! wow this should be interesting!",2009-04-06,"breannnna",1,"Positive","Mild Positive","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,3,0.224137931034483
158,"no i dont even know how to ride it","no i dont even know how to ride it",2009-04-06,"allynrawr",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.240740740740741
159,"ouch zoom and the clearfix method are your friends","ouch zoom and the clearfix method are your friends",2009-04-07,"warrenbuckley",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.222222222222222
160,"leah! you not going then?","leah! you not going then?",2009-04-07,"Laura6476",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
161,"eating ice cream to reduce the heat","eating ice cream to reduce the heat",2009-04-06,"witchycharm",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,0,5,0.272727272727273
162,"jogging while talking about ruby the new frontier of fitness for the ruby hacker? seems cool anyway","jogging while talking about ruby the new frontier of fitness for the ruby hacker? seems cool anyway",2009-04-06,"JoL1hAHN",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.228070175438596
163,"yes it is and i got ripped off do not shop at wow !!!","yes it is and i got ripped off do not shop at wow !!!",2009-04-07,"rachael_ann",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.218181818181818
164,"going to bed after this show goes off lifes pretty grand","going to bed after this show goes off lifes pretty grand",2009-04-06,"crystalnichole",0,"Neutral","Neutral","Trust",0,1,0,0,1,0,0,2,FALSE,0,3,0.228070175438596
165,"know exactly how you feel man re","know exactly how you feel man re",2009-04-07,"Eldonb",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.222222222222222
166,"home just in time for chelsea lately","home just in time for chelsea lately",2009-04-06,"DrKeokiStarr",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,1,0.218181818181818
167,"lauren is being stubborn she loves you you love her i feel so bad for you though it made me cry lol!","lauren is being stubborn she loves you you love her i feel so bad for you though it made me cry lol!",2009-04-06,"teefaKNEEx",0,"Neutral","Neutral","Sadness",1,0,1,1,1,2,0,0,FALSE,12.5,1,0.23728813559322
168,"i'll be sure to look forward to seeing it!","i'll be sure to look forward to seeing it!",2009-04-07,"markblomeley",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
169,"you are too","you are too",2009-04-06,"SPfisterer",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
170,"awake on the phone txt me!","awake on the phone txt me!",2009-04-07,"pclvbaby",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
171,"it's over thankfully","it's over thankfully",2009-04-06,"maryellis",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.215686274509804
172,"how's your holy week coming along? hope i'm not bothering you but do you think we can get the froulala cards this week?","how's your holy week coming along? hope i'm not bothering you but do you think we can get the froulala cards this week?",2009-04-07,"maybellinete",0,"Neutral","Neutral","Anticipation",1,2,0,0,1,1,1,1,FALSE,25,5,0.262295081967213
173,"damm back to school tomorrow","damm back to school tomorrow",2009-04-06,"a_mariepyt",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,5,0.207547169811321
174,"it's also amusing how many people who did complain about bush's spending are suddenly supportive of obama's! tlot","it's also amusing how many people who did complain about bush's spending are suddenly supportive of obama's! tlot",2009-04-06,"brasten",0,"Neutral","Neutral","Anger",1,0,0,0,1,1,1,0,FALSE,12.5,3,0.228070175438596
175,"all of em???","all of em???",2009-04-07,"EBCheshire",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,0,0
176,"night v! sweet jon dreams good luck on the test! love and huggers!","night v! sweet jon dreams good luck on the test! love and huggers!",2009-04-07,"room2breathe",2,"Positive","Mild Positive","Joy",0,3,0,0,4,0,3,2,FALSE,0,3,0.271186440677966
177,"callin it a night! i always have the best sleep after a good workout!!","callin it a night! i always have the best sleep after a good workout!!",2009-04-06,"Sweet_As_AJ",2,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,TRUE,25,3,0.228070175438596
178,"good luck homes i'll be at my computer for most of the day so chat me if you want a diversion support","good luck homes i'll be at my computer for most of the day so chat me if you want a diversion support",2009-04-07,"elsagold",1.5,"Positive","Mild Positive","Surprise",0,2,0,0,2,0,3,1,FALSE,0,3,0.220338983050847
179,"needs the motivation to get dressed and go to work i hate training","needs the motivation to get dressed and go to work i hate training",2009-04-07,"fionamccarthy",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,4,0.228070175438596
180,"got up to take the mr to work on his birthday","got up to take the mr to work on his birthday",2009-04-07,"Vampiricbunny",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,0,4,0.203703703703704
181,"waiting waiting waiting for a phone call that may mean i can actually sleep at night but then again","waiting waiting waiting for a phone call that may mean i can actually sleep at night but then again",2009-04-07,"truthslayer",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.229508196721311
182,"oh no that sucks mike has to work saturday and monday andrews got from friday till wednesday off the bugger lol","oh no that sucks mike has to work saturday and monday andrews got from friday till wednesday off the bugger lol",2009-04-07,"dottedwithearts",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.216666666666667
183,"i cried so hard when matthew died","i cried so hard when matthew died",2009-04-06,"kirstenmaree",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.203703703703704
184,"lmao u may have to wait for another season to come thru its summe boo hot nd dry ass weather","lmao u may have to wait for another season to come thru its summe boo hot nd dry ass weather",2009-04-06,"breedimetria",0,"Neutral","Neutral","Anger",1,1,0,0,0,0,0,0,FALSE,12.5,1,0.225806451612903
185,"lol! isn't it past your bedtime? it is for me see you tomorrow!","lol! isn't it past your bedtime? it is for me see you tomorrow!",2009-04-06,"TradingGoddess",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,4,0.214285714285714
186,"i'm at disneyland again ahaha! and i'm sad the pineapple stand is closed i have dollars","i'm at disneyland again ahaha! and i'm sad the pineapple stand is closed i have dollars",2009-04-07,"caaaami",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,25,1,0.218181818181818
187,"waiting for my flight slumming it in the departure lounge","waiting for my flight slumming it in the departure lounge",2009-04-07,"Mark_Mc",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,5,0.207547169811321
188,"nevada is really long and the gas pumps are down but on a good note i just won in a slot machine!! i love to gamble!!!","nevada is really long and the gas pumps are down but on a good note i just won in a slot machine!! i love to gamble!!!",2009-04-06,"anthonypending",3,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,1,2,TRUE,25,4,0.23728813559322
189,"you just gotta find something that speaks to you and dive in i help rescued animals those fuzzy faces make it worthwhile","you just gotta find something that speaks to you and dive in i help rescued animals those fuzzy faces make it worthwhile",2009-04-06,"Cari_Dale",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.262295081967213
