"id","date","user","source","original_text","text","ground_truth","final_sentiment","sentiment_score","polarity","intensity","dominant_emotion","emotion_intensity","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_label","sarcasm_confidence"
103,2009-04-06,"brtlightsphere","Sentiment140","@Dr_Alli Will Jack EVER die?! He's defied death more times than I can count...dude's got more lives than a cat, lol. ","will jack ever die?! he's defied death more times than i can count dude's got more lives than a cat lol","Positive","Positive",0,"Neutral","Neutral","Fear",9,1,1,1,2,0,2,1,1,FALSE,"Non-Sarcastic",50
104,2009-04-07,"Nathalie84","Sentiment140","back @ work. Had a bad start of day almost falling down the stairs  Not enjoying work yet...","back work had a bad start of day almost falling down the stairs not enjoying work yet","Negative","Negative",1,"Positive","Mild Positive","Anticipation",9,1,2,1,1,1,2,0,1,FALSE,"Non-Sarcastic",0
105,2009-04-07,"brittanytastic","Sentiment140","i had 7 hours of sleep and now i cant go back to sleeping  im thirsty","i had hours of sleep and now i cant go back to sleeping im thirsty","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
106,2009-04-07,"in_wonderland","Sentiment140","I don't want to be cold in April, but I am ","i don't want to be cold in april but i am","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
107,2009-04-06,"mf1077","Sentiment140","going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ","going to sleep can't be up until 1am again and no i didn't finish my statistics homework!","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
108,2009-04-07,"pauldthompson","Sentiment140","@RussyRhubarb A new twitter name without telling me? Boo. By the way, I think Oberon is dead  Haven't seen him for ages...","a new twitter name without telling me? boo by the way i think oberon is dead haven't seen him for ages","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
109,2009-04-07,"AcmePhoto","Sentiment140","Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! ","oh no!!!!!!!!!!!!! just sent email for state convention may amp there was papyrus all over it sad b c i wanted to attend!","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
110,2009-04-06,"loveeyuu_x","Sentiment140","misses him right now. i need a hug ","misses him right now i need a hug","Negative","Negative",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
111,2009-04-06,"Killandra","Sentiment140","@beycah Good for you Becca, have a good sleep. ","good for you becca have a good sleep","Positive","Positive",2,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
112,2009-04-06,"Julianna237","Sentiment140","A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. ","a fair goodnight sweet twitters have pleasing dreams and a restful slumber","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
113,2009-04-07,"Elle_Smile","Sentiment140","finished making chocolates and feet really hurt... ","finished making chocolates and feet really hurt","Negative","Negative",-1.5,"Negative","Mild Negative","Anger",3,1,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
114,2009-04-06,"m0on7chiLd","Sentiment140","@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done ","nope baby's due in 5th may! getting closer but still things not done","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
115,2009-04-07,"haveyoumettony","Sentiment140","@GrantACummings Nah. Obama had UNC as his champ, Izzo should get a $479 billion bonus! ","nah obama had unc as his champ izzo should get a billion bonus!","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,1,0,FALSE,"Non-Sarcastic",12.5
116,2009-04-06,"stefsull","Sentiment140","Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! ","attempting to leave amp cross the int'l dateline the day before my birthday so i skip it completely this year i stay at this age again!!","Positive","Positive",0,"Neutral","Neutral","Sadness",8,1,1,0,1,1,2,2,0,FALSE,"Non-Sarcastic",25
117,2009-04-06,"MorganLeigh19","Sentiment140","Just saw Sunshine Cleaning. I love Amy Adams ","just saw sunshine cleaning i love amy adams","Positive","Positive",1,"Positive","Mild Positive","Joy",2,0,0,0,0,2,0,0,0,FALSE,"Non-Sarcastic",0
118,2009-04-06,"sexxxyback","Sentiment140","thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! ","thank you sexxy flower take your time happy sleeps and wet dreams luv ya babe!!!!","Positive","Positive",1,"Positive","Mild Positive","Anticipation",4,0,2,0,0,1,0,0,1,FALSE,"Non-Sarcastic",12.5
119,2009-04-07,"desficioset","Sentiment140","@huesudito De moment em queden 4 temporades de The Wire  i vaig a comen�ar amb Mad Men...","de moment em queden temporades de the wire i vaig a comen ar amb mad men","Positive","Positive",0,"Neutral","Neutral","Anger",4,1,0,1,1,0,1,0,0,FALSE,"Non-Sarcastic",0
120,2009-04-07,"jamesisapc","Sentiment140","Wikipedia has gone  forever! See what the goverment do its there fualt lets hope donations or something bring it back !!","wikipedia has gone forever! see what the goverment do its there fualt lets hope donations or something bring it back !!","Negative","Negative",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",25
121,2009-04-07,"ballerobica","Sentiment140","Set up my twitter account! ","set up my twitter account!","Positive","Positive",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
122,2009-04-06,"kristenwolf","Sentiment140","finally going to bed!  so tired. Was gonna watch The Hills but didnt =/","finally going to bed! so tired was gonna watch the hills but didnt","Positive","Positive",1.5,"Positive","Mild Positive","Anticipation",7,0,2,1,1,1,0,1,1,FALSE,"Non-Sarcastic",12.5
123,2009-04-07,"chrissnelling","Sentiment140","Not liking being back at work this morning ","not liking being back at work this morning","Negative","Negative",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
124,2009-04-06,"mimismo","Sentiment140","@twittera que me muera ? ","que me muera ?","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
125,2009-04-06,"skeetonmytwitts","Sentiment140","Greaaat my lappy won't turn on  wtffffff","greaaat my lappy won't turn on wtffffff","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
126,2009-04-06,"Christieeee","Sentiment140","my dog can't move anymore. praying that he will be okay ","my dog can't move anymore praying that he will be okay","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
127,2009-04-06,"Moonflowerchild","Sentiment140","@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!","shut up you i am hungry! and in britain home of the most boring suckassy breakfast in the world! i miss dennys!!","Negative","Negative",-1,"Negative","Mild Negative","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
128,2009-04-06,"wildbill","Sentiment140","@daNanner Yeah, just finished #castle.  Was pretty good. ","yeah just finished castle was pretty good","Positive","Positive",1,"Positive","Mild Positive","Anticipation",7,0,2,0,0,2,0,1,2,FALSE,"Non-Sarcastic",0
129,2009-04-06,"katiegirl2103","Sentiment140","@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing ","could not agree more!the unison amp committment was incredible considering the pressure they r under made it all the more amazing","Positive","Positive",-2,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
130,2009-04-06,"babyKxox","Sentiment140","homework homework homework ","homework homework homework","Negative","Negative",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
131,2009-04-06,"CortaneyTyneOx","Sentiment140","6:37 in the morning and haven't been sleep   YAY!","in the morning and haven't been sleep yay!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
132,2009-04-07,"sunnygrL1030","Sentiment140","@jilly_t you're baaack!  you must tell me about your escapades!  video chat soon ","you're baaack! you must tell me about your escapades! video chat soon","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
133,2009-04-07,"azharc","Sentiment140","Whoa, apparently my Etys are coming back tomorrow! Strangely, they didn't charge me for repairs. Complimentary UPS shipping. Etymotic R. ","whoa apparently my etys are coming back tomorrow! strangely they didn't charge me for repairs complimentary ups shipping etymotic r","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,2,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
134,2009-04-06,"leabella","Sentiment140","@MaraBG Goodnight I've enjoyed getting to know you too. Twitter you later ","goodnight i've enjoyed getting to know you too twitter you later","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
135,2009-04-07,"Angkut","Sentiment140","@pawoot So you may just stay outside and wonder how quick the operation is. ","so you may just stay outside and wonder how quick the operation is","Positive","Positive",0,"Neutral","Neutral","Fear",2,0,0,0,1,0,0,0,1,FALSE,"Non-Sarcastic",0
136,2009-04-06,"VctorianRomantc","Sentiment140","@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!","wall e is a great battle for stress yay for staying up all night and doing homework together!","Positive","Positive",1,"Positive","Mild Positive","Anger",2,1,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",0
137,2009-04-06,"chasidyochalek","Sentiment140","@ChristianaZhu just joined AIESEC ","just joined aiesec","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
138,2009-04-06,"edsed","Sentiment140","I still can't find my keys. ","i still can't find my keys","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
139,2009-04-06,"XAlien88","Sentiment140","@ycsing that's nicki our monday night drag queen... ","that's nicki our monday night drag queen","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
140,2009-04-07,"jacobSWAT","Sentiment140","@routhietootie Camilla! I love your eyes! You have the cutest face! and the most gorgeous figure. Really good actor. ","camilla! i love your eyes! you have the cutest face! and the most gorgeous figure really good actor","Positive","Positive",3,"Positive","Mild Positive","Joy",6,0,1,0,0,3,0,1,1,FALSE,"Non-Sarcastic",0
141,2009-04-07,"1oldgregg1","Sentiment140","i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten ","i had a extravagant yet time conserving plan lined up for today which ive now forgotten","Negative","Negative",0,"Neutral","Neutral","Anticipation",4,0,2,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
142,2009-04-07,"B20boy","Sentiment140","can't sleep and dunno why! ","can't sleep and dunno why!","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
143,2009-04-06,"Jana1976","Sentiment140","@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well ","i hate the limited letters too hope you and the guys are fine?i pray for my dog she s not well","Negative","Negative",1,"Positive","Mild Positive","Anger",15,2,2,1,2,2,2,2,2,FALSE,"Non-Sarcastic",0
144,2009-04-06,"TRON_Lord","Sentiment140","dang won't be able to get to any workshops run by web directions ","dang won't be able to get to any workshops run by web directions","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
145,2009-04-06,"ScribblesNZ","Sentiment140","Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ","sigh i think my pms is making my mind totally over analyse things and making me sad","Negative","Negative",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
146,2009-04-07,"_LLcoolV_","Sentiment140","I'm off to bed... way to late... will likely be a sac a shit at work tomorrow.  ","i'm off to bed way to late will likely be a sac a shit at work tomorrow","Negative","Negative",0,"Neutral","Neutral","Anger",4,1,1,1,0,0,1,0,0,FALSE,"Non-Sarcastic",0
147,2009-04-06,"MerCleve","Sentiment140","@matt_the_great forget the rest...You need to spend the night in prayer cause your only hope tomorrow is a good dose of grace &amp; mercy! ","forget the rest you need to spend the night in prayer cause your only hope tomorrow is a good dose of grace amp mercy!","Positive","Positive",1,"Positive","Mild Positive","Anticipation",9,0,3,0,0,2,0,2,2,FALSE,"Non-Sarcastic",0
148,2009-04-07,"colinmccarthy","Sentiment140","@levarburton yes I watch 'The United States of Tara' via the wonders of the Internet as I am in the UK and it's not here yet  Great show.","yes i watch 'the united states of tara' via the wonders of the internet as i am in the uk and it's not here yet great show","Positive","Positive",-1,"Negative","Mild Negative","Trust",4,0,1,0,1,0,0,0,2,FALSE,"Non-Sarcastic",12.5
149,2009-04-07,"AngelaGos77","Sentiment140","@msdivineknight see thats why I never go to bed early, cause if u sleep u miss things!! I slept I missed Joe!!!!!!!! Unhappy And!! ","see thats why i never go to bed early cause if u sleep u miss things!! i slept i missed joe!!!!!!!! unhappy and!!","Negative","Negative",1,"Positive","Mild Positive","Anger",3,1,0,1,0,0,1,0,0,TRUE,"Sarcastic",25
150,2009-04-06,"lawschoolninja","Sentiment140","@stephenkruiser So sorry to hear about your dog. ","so sorry to hear about your dog","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
151,2009-04-06,"Zella17","Sentiment140","@Laura_McAuliffe errrrr oops, i could possibly me mistaken  i didnt know any Aussies follwed me lol.","errrrr oops i could possibly me mistaken i didnt know any aussies follwed me lol","Positive","Positive",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
152,2009-04-06,"FizzyDuck","Sentiment140","@vene2ia I know...what a crazy world! ","i know what a crazy world!","Positive","Positive",0,"Neutral","Neutral","Anger",3,1,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
153,2009-04-06,"hjmay22","Sentiment140","@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you ","hey x just wanted to say your awesome and angilena or however your spell it has nothing on you","Positive","Positive",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
154,2009-04-06,"mohdrafie","Sentiment140","@wpwebhost Have you prepared the 110 x 80px banner? ","have you prepared the x 80px banner?","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,1,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
155,2009-04-06,"MeghTW","Sentiment140","watching Fallon with mom and working on a project...school is hard ","watching fallon with mom and working on a project school is hard","Negative","Negative",-1,"Negative","Mild Negative","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
156,2009-04-07,"burke_libbey","Sentiment140","Too many assignments ","too many assignments","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
157,2009-04-06,"Rullet","Sentiment140","@Vanilla_B ok miss kat williams lol ive done it ","ok miss kat williams lol ive done it","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
158,2009-04-06,"breannnna","Sentiment140","tomorrow should be a great day! im actually going on a date! wow..this should be interesting! ","tomorrow should be a great day! im actually going on a date! wow this should be interesting!","Positive","Positive",1,"Positive","Mild Positive","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
159,2009-04-06,"allynrawr","Sentiment140","@stewiebrittany no  i dont even know how to ride it","no i dont even know how to ride it","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
160,2009-04-07,"warrenbuckley","Sentiment140","@andygosling ouch  zoom:1 and the clearfix method are your friends.","ouch zoom and the clearfix method are your friends","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
